Locus42	22284	0.02	9.65001e-05	0.00860044	-1.94999	7.75001e-05	1.9e-05	0.0032272	0.00537324
Locus43	22322	0.02	0.00130303	0.00860044	-0.819565	1.9e-05	0.00128403	0.0032652	0.00533524
Locus50	29254	0.02	0.000547504	0.00839725	-1.18575	0.000411503	0.000136	0.00412253	0.00427471
Locus51	29526	0.02	0.000305001	0.00818463	-1.4287	0.000136	0.000169001	0.00407381	0.00411082
Locus56	31300	0.02	0.000873012	0.0108258	-1.09344	0.000111	0.000762012	0.00355435	0.00727147
Locus57	32824	0.06	0.0193286	0.0123834	0.193361	0.00241719	0.0169114	0.00525445	0.00712891
Locus58	33279	0.02	0.000747006	0.0116882	-1.19442	0.000227501	0.000519505	0.00492303	0.00676515
Locus59	34318	0.02	0.00113751	0.0121208	-1.02758	0.000519505	0.000618008	0.00581532	0.00630551
Locus61	37159	0.02	0.00112201	0.0119616	-1.02779	0.000802513	0.000319502	0.00551859	0.00644301
Locus64	38550	0.02	0.000635004	0.0120902	-1.27966	0.000252001	0.000383003	0.00543832	0.00665191
Locus65	39316	0.02	0.000935509	0.0120902	-1.11139	0.000383003	0.000552506	0.00620432	0.0058859
Locus66	40421	0.02	0.000801507	0.0120902	-1.17853	0.000552506	0.000249001	0.00730934	0.00478089
Locus68	41018	0.02	0.000305001	0.0114986	-1.57634	4.95e-05	0.000255501	0.00422565	0.00727295
Locus70	43166	0.02	0.00125352	0.0122561	-0.990221	0.000818513	0.000435004	0.00555561	0.00670046
Locus72	44298	0.02	0.000446002	0.0117041	-1.419	0.000131	0.000315002	0.00505748	0.00664667
Locus73	44928	0.02	0.000510003	0.011578	-1.35606	0.000315002	0.000195001	0.00537529	0.00620275
Locus74	45318	0.04	0.0301174	0.0119744	0.400563	0.0164757	0.0136417	0.00552608	0.00644832
Locus75	45364	0.04	0.0301174	0.0119744	0.400563	0.0165217	0.0135957	0.00557208	0.00640232
Locus76	45754	0.02	0.000666505	0.0116185	-1.24135	0.000195001	0.000471504	0.00563749	0.00598101
Locus77	46697	0.04	0.0208513	0.0123265	0.228292	0.00921858	0.0116327	0.00665767	0.00566885
Locus80	50994	0.06	0.0976381	0.0108407	0.954562	0.010235	0.0874031	0.00655743	0.00428327
Locus82	53728	0.02	0.00134903	0.0115916	-0.93412	0.00121553	0.0001335	0.00660929	0.00498227
Locus83	53995	0.02	0.000295001	0.0117256	-1.59931	0.0001335	0.000161501	0.00651618	0.00520946
Locus85	55425	0.04	0.0301174	0.0119605	0.401067	0.0265828	0.00353453	0.006818	0.00514251
Locus86	55897	0.02	0.000417502	0.0114223	-1.4371	0.000236001	0.000181501	0.00677554	0.00464679
Locus89	58227	0.02	0.000856012	0.0105167	-1.0894	0.000753511	0.0001025	0.00572941	0.00478726
Locus90	58432	0.02	0.000184	0.0104224	-1.75315	0.0001025	8.15001e-05	0.00582539	0.00459699
Locus92	58688	0.06	0.0517748	0.0109509	0.674667	0.0157524	0.0360224	0.00541455	0.0055364
Locus93	58716	0.02	0.000257501	0.0104024	-1.60635	1.4e-05	0.000243501	0.00497455	0.00542786
Locus94	59203	0.02	0.000866009	0.0104101	-1.07993	0.000243501	0.000622508	0.00537386	0.00503625
Locus95	60448	0.02	0.00094951	0.0105689	-1.04653	0.000622508	0.000327002	0.00654363	0.00402523
Locus98	62309	0.02	0.00117301	0.0115127	-0.991873	0.000596007	0.000577007	0.00522318	0.00628949
Locus99	63463	0.02	0.000889009	0.0115127	-1.11227	0.000577007	0.000312002	0.00637719	0.00513547
Locus100	64087	0.02	0.000831507	0.0116669	-1.14709	0.000312002	0.000519505	0.00680148	0.0048654
Locus101	65126	0.02	0.000631506	0.0113095	-1.25307	0.000519505	0.000112	0.00722679	0.0040827
Locus102	65350	0.02	0.000516004	0.0112722	-1.33936	0.000112	0.000404003	0.00715958	0.00411261
Locus103	66158	0.04	0.23907	0.0112203	1.32852	0.0215453	0.217525	0.00763294	0.00358733
Locus115	73464	0.04	0.118255	0.00738158	1.20467	0.0272388	0.0910159	0.00460771	0.00277388
Locus118	74986	0.04	0.118255	0.00708367	1.22256	0.0287609	0.0894939	0.00377969	0.00330398
Locus119	75541	0.96	0.00708367	0.118255	-1.22256	0.0043347	0.00274898	0.0293159	0.0889389
Locus122	76778	0.96	0.0068034	0.118255	-1.24009	0.00339734	0.00340606	0.0305529	0.0877019
Locus124	76930	0.96	0.0072238	0.118255	-1.21405	0.00279331	0.00443049	0.0307049	0.0875499
Locus125	77940	0.04	0.0645601	0.00687428	0.972737	0.0240787	0.0404814	0.00322834	0.00364594
Locus128	80698	0.06	0.0449733	0.00748784	0.778598	0.0136663	0.031307	0.00456418	0.00292367
Locus129	81153	0.02	0.000318001	0.00683084	-1.33205	0.000227501	9.05002e-05	0.00434223	0.00248861
Locus134	84304	0.02	0.000663507	0.0061161	-0.964629	0.000606007	5.75001e-05	0.00331495	0.00280115
Locus135	84419	0.02	0.000151	0.00624449	-1.61652	5.75001e-05	9.35002e-05	0.00325848	0.00298601
Locus137	85005	0.1	0.0446028	0.0067863	0.817729	0.010442	0.0341608	0.0034901	0.0032962
Locus140	85924	0.08	0.0708707	0.00687201	1.01338	0.0153633	0.0555074	0.0032347	0.00363731
Locus143	87763	0.56	0.0117694	0.0178787	-0.181579	0.00609082	0.00567862	0.00696044	0.0109182
Locus147	90806	0.18	0.0314199	0.00787211	0.601114	0.0105442	0.0208757	0.00378405	0.00408806
Locus148	90868	0.02	0.0001155	0.00643635	-1.74606	3.1e-05	8.45001e-05	0.00245077	0.00398558
Locus151	93083	0.14	0.0368053	0.00893044	0.615037	0.0155855	0.0212198	0.00451949	0.00441095
Locus152	93382	0.02	0.000282001	0.00716391	-1.4049	0.0001495	0.0001325	0.00344316	0.00372075
Locus163	97595	0.1	0.0567871	0.0102381	0.744032	0.0205851	0.036202	0.00352559	0.00671246
Locus165	100097	0.04	0.23907	0.00944891	1.40314	0.0554846	0.183586	0.00484759	0.00460132
Locus173	103087	0.02	0.000264501	0.00744215	-1.44927	0.000182501	8.20001e-05	0.00322267	0.00421948
Locus174	103251	0.1	0.0567871	0.00986521	0.760143	0.0262412	0.030546	0.00366327	0.00620194
Locus176	103355	0.02	4.45e-05	0.00755041	-2.22961	1.2e-05	3.25e-05	0.00289921	0.0046512
Locus180	106107	0.1	0.0567871	0.00996407	0.755813	0.0290972	0.0276899	0.00428776	0.00567632
Locus181	106131	0.1	0.0567871	0.00996407	0.755813	0.0291212	0.0276659	0.00431176	0.00565232
Locus182	106132	0.1	0.0567871	0.00996407	0.755813	0.0291222	0.0276649	0.00431276	0.00565132
Locus187	108046	0.04	0.115682	0.00882326	1.11764	0.0145316	0.10115	0.00413091	0.00469235
Locus188	108585	0.3	0.0173648	0.0150461	0.0622449	0.00660278	0.010762	0.00626164	0.00878448
Locus191	110837	0.42	0.0312676	0.0093524	0.524171	0.0151628	0.0161048	0.00443824	0.00491416
Locus192	110962	0.06	0.0751624	0.00843281	0.950029	0.0575722	0.0175902	0.00394826	0.00448455
Locus193	111206	0.3	0.0198165	0.0136949	0.160468	0.00789923	0.0119173	0.00664755	0.00704734
Locus196	113832	0.4	0.0173028	0.0182561	-0.0232917	0.00810072	0.00920206	0.0103168	0.00793926
Locus197	114337	0.02	0.000297001	0.00831236	-1.44697	0.000252501	4.45e-05	0.00446371	0.00384865
Locus198	114426	0.6	0.01775	0.0173028	0.0110837	0.0098535	0.00789655	0.00869472	0.00860805
Locus199	115777	0.44	0.0281385	0.0121213	0.365752	0.0159192	0.0122193	0.0053518	0.0067695
Locus201	117099	0.08	0.0673151	0.0103121	0.814767	0.0381538	0.0291613	0.00498657	0.0053255
Locus206	118069	0.04	0.0386479	0.0100873	0.583349	0.0271168	0.0115311	0.00371844	0.00636891
Locus207	118773	0.02	0.000597004	0.010007	-1.22433	0.000352002	0.000245001	0.00414398	0.005863
Locus208	119263	0.18	0.0393619	0.0129368	0.483249	0.0203458	0.0190161	0.00546003	0.00747679
Locus209	119585	0.82	0.0129368	0.0393619	-0.483249	0.00578203	0.00715479	0.0206678	0.0186941
Locus210	119822	0.04	0.00485657	0.010238	-0.323885	0.000804003	0.00405257	0.00460848	0.00562951
Locus211	121218	0.08	0.0673151	0.0110673	0.78407	0.0422729	0.0250423	0.00611946	0.00494787
Locus212	121358	0.82	0.0131452	0.0428882	-0.513572	0.00725454	0.00589063	0.0201178	0.0227705
Locus214	124187	0.02	0.000486003	0.00928884	-1.28132	0.000312502	0.000173501	0.00620038	0.00308846
Locus215	124534	0.22	0.0342499	0.0115649	0.471518	0.0181817	0.0160682	0.00752415	0.00404073
Locus216	124986	0.02	0.000298001	0.00798767	-1.4282	0.000226001	7.20001e-05	0.00534678	0.00264088
Locus217	125130	0.22	0.0319714	0.0115649	0.441621	0.0162473	0.0157241	0.00812016	0.00344473
Locus218	125159	0.64	0.0148979	0.0217773	-0.164877	0.0103797	0.00451825	0.00948597	0.0122913
Locus219	125327	0.64	0.0148979	0.0217773	-0.164877	0.0105477	0.00435025	0.00965397	0.0121233
Locus220	125545	0.36	0.0269869	0.00852289	0.500566	0.0162882	0.0106987	0.00424787	0.00427502
Locus221	125709	0.36	0.0217773	0.0123082	0.247809	0.010036	0.0117413	0.00631435	0.00599384
Locus222	125918	0.02	0.000332001	0.00898802	-1.43252	0.0001045	0.000227501	0.00359393	0.00539409
Locus223	126373	0.02	0.000387502	0.00923653	-1.37724	0.000227501	0.000160001	0.00402554	0.00521099
Locus224	126693	0.04	0.0386479	0.00981553	0.595213	0.0357409	0.00290705	0.00427811	0.00553741
Locus225	128930	0.12	0.043003	0.0103857	0.617061	0.0190217	0.0239812	0.00619892	0.00418681
Locus226	129366	0.06	0.0473205	0.00923746	0.709497	0.0271955	0.020125	0.00480277	0.00443469
Locus227	129834	0.02	0.000317501	0.00875927	-1.44072	0.000234001	8.35001e-05	0.00481436	0.00394491
Locus228	130001	0.02	0.000426502	0.00868013	-1.3086	8.35001e-05	0.000343002	0.00476344	0.00391669
Locus229	130687	0.48	0.0134118	0.0192309	-0.156514	0.00790657	0.00550519	0.00763864	0.0115922
Locus230	131982	0.2	0.0374124	0.00994618	0.57536	0.0214836	0.0159288	0.00482452	0.00512166
Locus231	132647	0.44	0.0262824	0.0101524	0.413096	0.0112742	0.0150083	0.00531824	0.00483418
Locus232	132892	0.44	0.0262824	0.0101524	0.413096	0.0115192	0.0147633	0.00556324	0.00458918
