Locus105	66927	0.06	0.133381	0.0242462	0.740449
Locus110	69213	0.04	0.045709	0.0187923	0.386021
Locus133	83092	0.04	0.325232	0.0169409	1.28326
Locus158	95762	0.04	0.073722	0.00654793	1.05149
Locus183	106631	0.18	0.0361676	0.00812472	0.648512
Locus203	117667	0.04	0.325232	0.0113265	1.4581
Locus231	132647	0.04	0.132865	0.0103191	1.10977
Locus232	132892	0.3	0.0192474	0.016539	0.0658632
Locus235	133227	0.42	0.036928	0.00892119	0.616934
Locus236	133348	0.06	0.0842233	0.00902787	0.969847
Locus237	133668	0.3	0.0203254	0.0155095	0.117441
Locus240	135138	0.4	0.0176663	0.0203932	-0.06234
Locus242	135701	0.6	0.0198799	0.0176663	0.0512707
Locus243	136248	0.44	0.0335651	0.0127078	0.421816
Locus252	141970	0.04	0.045109	0.0124118	0.560428
Locus257	146686	0.04	0.004258	0.0123843	-0.463665
Locus267	150232	0.36	0.0322507	0.00898284	0.555126
Locus271	151403	0.04	0.045109	0.00949838	0.676614
Locus272	152441	0.12	0.0537089	0.00976822	0.740231
Locus277	153576	0.48	0.0137908	0.0206319	-0.174949
Locus279	154838	0.44	0.0287481	0.0117345	0.389146
Locus280	154913	0.44	0.0287481	0.0117345	0.389146
Locus282	155192	0.14	0.0507741	0.0100263	0.704503
Locus286	157578	0.44	0.0283689	0.0141527	0.302004
Locus287	157611	0.44	0.0283689	0.0141527	0.302004
Locus292	160499	0.32	0.0424252	0.0112736	0.57556
Locus299	164476	0.08	0.0812993	0.00952987	0.931
Locus300	164482	0.08	0.0386629	0.00888526	0.638624
Locus303	164826	0.04	0.227978	0.00746918	1.48462
Locus306	166305	0.42	0.028903	0.00894891	0.509172
Locus307	167099	0.14	0.0475867	0.00917122	0.715058
Locus308	167112	0.62	0.0177901	0.0166732	0.0281603
Locus311	168497	0.04	0.132865	0.00769178	1.23738
Locus315	169821	0.62	0.0220058	0.021499	0.0101198
Locus317	170043	0.38	0.021499	0.0220058	-0.0101198
Locus318	170108	0.38	0.021499	0.0220058	-0.0101198
Locus319	171491	0.38	0.021499	0.0220058	-0.0101198
Locus320	173873	0.38	0.021499	0.0220058	-0.0101198
Locus321	174771	0.62	0.0220058	0.021499	0.0101198
Locus323	175830	0.62	0.0220058	0.021499	0.0101198
Locus324	175835	0.38	0.021499	0.0220058	-0.0101198
Locus326	176498	0.54	0.0235131	0.0195266	0.080684
Locus327	176529	0.46	0.0195266	0.0235131	-0.080684
Locus328	177806	0.42	0.021108	0.0210605	0.000977829
Locus329	178341	0.42	0.021108	0.0210605	0.000977829
Locus330	178963	0.06	0.0881883	0.00918281	0.982435
Locus332	179214	0.04	0.132865	0.00748506	1.24922
Locus333	179252	0.3	0.0218959	0.0138117	0.200115
Locus334	179516	0.38	0.0308012	0.0113831	0.432307
Locus340	183201	0.4	0.0171348	0.0151569	0.0532664
Locus342	183479	0.6	0.0152192	0.0171348	-0.051485
Locus343	183513	0.18	0.0302165	0.0087953	0.535993
Locus345	183908	0.52	0.0128143	0.02166	-0.227964
Locus346	184636	0.48	0.02166	0.0128143	0.227964
Locus348	184970	0.04	0.325232	0.00838731	1.58857
Locus352	186944	0.06	0.0488023	0.00881726	0.743107
Locus357	189361	0.04	0.325232	0.00905246	1.55543
Locus364	193422	0.48	0.0199364	0.0158435	0.0997957
Locus370	195202	0.06	0.361146	0.0116513	1.49131
Locus372	196952	0.18	0.039604	0.016905	0.369724
Locus377	200569	0.04	0.132865	0.0164033	0.908479
Locus392	213938	0.08	0.0779048	0.0135131	0.760809
Locus395	214923	0.54	0.0170846	0.0226773	-0.122987
Locus396	215074	0.04	0.325232	0.00751369	1.63634
Locus399	215675	0.44	0.0251783	0.0174831	0.158409
Locus404	219311	0.52	0.0188324	0.0172585	0.0379018
Locus405	219578	0.38	0.0236756	0.0142942	0.21914
Locus406	219668	0.38	0.0236756	0.0142942	0.21914
Locus410	220818	0.52	0.0188324	0.0163018	0.0626697
Locus411	221274	0.04	1.04401	0.00822796	2.10341
Locus412	221288	0.08	0.121935	0.00833262	1.16535
Locus417	222869	0.42	0.0143844	0.0175191	-0.0856212
Locus418	223241	0.32	0.0192456	0.0137806	0.145063
Locus419	223377	0.42	0.0154608	0.0175191	-0.0542798
Locus422	223857	0.58	0.0188204	0.0154608	0.0853963
Locus426	225849	0.42	0.0154608	0.0183094	-0.0734424
Locus427	225911	0.58	0.0183094	0.0154608	0.0734424
Locus431	226630	0.4	0.0156755	0.0207422	-0.121633
Locus434	228159	0.4	0.014684	0.0207422	-0.150008
Locus437	229860	0.4	0.0146841	0.0207422	-0.150008
Locus441	231216	0.34	0.0266885	0.0137497	0.288031
Locus444	234104	0.2	0.0414375	0.011173	0.569223
Locus446	236102	0.32	0.056611	0.00947526	0.77631
Locus447	237338	0.26	0.0735244	0.0101458	0.860147
Locus448	237480	0.66	0.0104692	0.0517061	-0.693629
Locus450	237969	0.2	0.0836032	0.0101875	0.914155
Locus452	238768	0.04	0.227978	0.00755617	1.47959
Locus454	239950	0.4	0.0361215	0.0108789	0.52118
Locus455	240376	0.6	0.0108789	0.0361215	-0.52118
Locus456	240413	0.6	0.0108789	0.0361215	-0.52118
Locus457	240586	0.04	0.424484	0.00694466	1.78621
Locus458	241279	0.38	0.0374916	0.00990017	0.578291
Locus460	242042	0.04	1.06587	0.0065203	2.21344
Locus463	242412	0.06	0.120324	0.00634092	1.2782
Locus466	243346	0.4	0.0324812	0.00999815	0.511712
Locus467	243462	0.04	1.06587	0.0063756	2.22318
Locus468	243773	0.48	0.0176155	0.0160606	0.0401338
Locus469	243776	0.06	0.0761407	0.00919963	0.917846
Locus470	244217	0.04	0.227978	0.00885682	1.41062
Locus471	244278	0.06	0.359229	0.0101901	1.54719
Locus477	246377	0.2	0.0691081	0.0148321	0.668327
Locus478	246606	0.2	0.0691081	0.0148321	0.668327
Locus480	247418	0.08	0.163805	0.0114675	1.15486
Locus483	247882	0.22	0.0448809	0.015066	0.474064
Locus484	248478	0.2	0.0691081	0.0150739	0.661302
Locus486	248696	0.22	0.0448809	0.0218164	0.313279
Locus487	248826	0.14	0.101503	0.0199959	0.705538
Locus490	249775	0.04	1.07277	0.0179979	1.77528
Locus491	249803	0.86	0.0222622	0.101503	-0.658912
Locus499	253997	0.14	0.101503	0.0222622	0.658912
Locus501	254741	0.86	0.0222622	0.101503	-0.658912
Locus503	255292	0.14	0.101503	0.0222622	0.658912
Locus504	255872	0.14	0.101503	0.0222622	0.658912
Locus505	256324	0.14	0.0654719	0.0221437	0.470805
Locus506	256402	0.14	0.101503	0.0245898	0.615725
Locus510	260304	0.86	0.0245898	0.101503	-0.615725
Locus511	262233	0.14	0.101503	0.0245898	0.615725
Locus513	268289	0.04	0.424484	0.0199016	1.32897
Locus516	270137	0.86	0.0168308	0.101503	-0.780375
Locus520	273348	0.52	0.0343868	0.0347763	-0.00489206
Locus521	274152	0.48	0.0347763	0.0343868	0.00489206
Locus522	274389	0.52	0.0343868	0.0347763	-0.00489206
Locus527	277349	0.48	0.0385593	0.0343868	0.0497375
Locus528	278631	0.04	0.424484	0.0223392	1.27879
Locus531	281748	0.2	0.0833	0.0272643	0.48505
Locus536	286131	0.1	0.131029	0.0262399	0.698406
Locus541	293815	0.08	0.163805	0.0268148	0.785952
Locus542	295164	0.04	0.386668	0.0249707	1.18991
Locus543	295361	0.12	0.106453	0.026841	0.598358
Locus548	299340	0.12	0.106453	0.0266398	0.601626
Locus551	301520	0.88	0.0265103	0.106453	-0.603743
Locus553	301907	0.88	0.0265103	0.106453	-0.603743
Locus556	303057	0.8	0.0316067	0.0659599	-0.319501
Locus557	303242	0.8	0.0316067	0.0659599	-0.319501
Locus561	308270	0.2	0.0637316	0.0289036	0.343403
Locus562	308688	0.88	0.0268811	0.106453	-0.597711
Locus564	311176	0.88	0.0268811	0.106453	-0.597711
Locus565	311517	0.5	0.0472559	0.0269553	0.243812
Locus567	313284	0.1	0.131029	0.0194369	0.82874
Locus568	313737	0.12	0.106453	0.0214724	0.695276
Locus569	314333	0.5	0.0253066	0.0472559	-0.271222
Locus573	316006	0.12	0.106453	0.0223902	0.6771
Locus575	318213	0.1	0.131029	0.0222608	0.769826
Locus576	319345	0.5	0.0472559	0.0415657	0.0557215
Locus578	322226	0.5	0.0415657	0.0472559	-0.0557215
Locus580	323470	0.32	0.083964	0.0326492	0.410221
Locus589	331513	0.64	0.0353505	0.0694571	-0.293321
Locus593	334241	0.64	0.0348662	0.0694571	-0.299312
Locus598	339702	0.28	0.0573356	0.0280374	0.310687
Locus599	339733	0.06	0.23603	0.0217027	1.03645
Locus601	339946	0.1	0.0927528	0.022312	0.618789
Locus602	340189	0.32	0.0715513	0.0283017	0.402805
Locus609	347032	0.1	0.0927528	0.0229371	0.606788
Locus611	351273	0.32	0.0670152	0.0309518	0.335488
Locus615	357397	0.04	0.053422	0.0237218	0.352572
Locus621	361108	0.04	0.682459	0.0229436	1.47342
Locus626	364226	0.06	0.23603	0.0231289	1.00881
Locus630	366252	0.44	0.0436765	0.0271967	0.205732
Locus632	368766	0.2	0.0481866	0.0219363	0.341762
Locus639	373067	0.6	0.0285078	0.0474873	-0.221614
Locus643	377003	0.36	0.0570548	0.0264532	0.333814
Locus648	380460	0.32	0.0646544	0.02427	0.425528
Locus653	381835	0.32	0.0646544	0.0241138	0.428332
Locus655	382870	0.68	0.0241138	0.0646544	-0.428332
Locus661	386720	0.32	0.0646544	0.0241138	0.428332
Locus668	391205	0.08	0.195364	0.0179137	1.03766
Locus670	391797	0.04	0.055484	0.0159862	0.540422
Locus674	393996	0.44	0.0450574	0.0194285	0.365328
Locus675	395186	0.18	0.0705626	0.0205885	0.534949
Locus679	399628	0.04	1.22015	0.0168771	1.85912
Locus684	402045	0.06	0.168814	0.0169154	0.999126
Locus685	402752	0.34	0.0270383	0.0249288	0.0352785
Locus688	403650	0.86	0.0207057	0.0465561	-0.351887
Locus689	403753	0.14	0.0465561	0.0207057	0.351887
Locus690	404527	0.14	0.0465561	0.0207057	0.351887
Locus691	404895	0.06	0.151808	0.0157128	0.985041
Locus692	405592	0.06	0.168814	0.0181297	0.969019
Locus694	406303	0.04	1.22826	0.0173073	1.85106
Locus696	407030	0.18	0.0550643	0.022347	0.391651
Locus697	407183	0.04	0.682459	0.0155461	1.64245
Locus698	407641	0.82	0.0220334	0.0550643	-0.397789
Locus701	411238	0.04	0.055484	0.0172701	0.506874
Locus702	412262	0.04	1.23346	0.0174877	1.84839
Locus703	412536	0.04	1.23346	0.0174877	1.84839
Locus707	414020	0.16	0.0811551	0.0175888	0.664079
Locus710	414746	0.56	0.0330559	0.017823	0.268269
Locus712	415243	0.2	0.051721	0.0234233	0.344019
Locus717	418357	0.08	0.128626	0.0195362	0.818487
Locus721	420277	0.04	0.682459	0.0182821	1.57205
Locus722	421485	0.04	1.24345	0.018602	1.82507
Locus723	421729	0.2	0.0607667	0.0245161	0.394213
Locus727	423654	0.18	0.0658273	0.0256663	0.409043
Locus729	424250	0.06	0.231539	0.023338	0.996562
Locus731	425021	0.04	0.032004	0.0236171	0.131977
Locus733	427671	0.14	0.0805814	0.0258607	0.493595
Locus738	430531	0.04	0.032004	0.0284861	0.0505712
Locus739	433826	0.96	0.0284861	0.032004	-0.0505712
Locus740	434409	0.96	0.0284861	0.032004	-0.0505712
Locus748	438070	0.22	0.0671958	0.0346512	0.287623
Locus750	440465	0.04	0.123629	0.0250285	0.693685
Locus752	441063	0.04	0.032004	0.0273747	0.067855
Locus754	441971	0.04	0.123629	0.0276656	0.65018
Locus760	446428	0.08	0.165651	0.0274885	0.780044
Locus762	447247	0.04	0.123629	0.0290676	0.628712
Locus763	447249	0.12	0.126516	0.0327292	0.58721
Locus768	449184	0.12	0.126516	0.0326504	0.588257
Locus769	450025	0.04	1.2719	0.0282419	1.65356
Locus771	453493	0.66	0.0376069	0.0581235	-0.189084
Locus772	454228	0.06	0.0472367	0.0254264	0.268995
Locus775	457679	0.04	0.357187	0.0262852	1.13318
Locus776	459611	0.64	0.0447313	0.0622926	-0.143825
Locus779	462240	0.04	1.28424	0.0249726	1.71118
Locus780	463332	0.64	0.0466533	0.0622926	-0.125554
Locus788	474628	0.12	0.132263	0.0352696	0.574038
Locus790	475072	0.14	0.0972793	0.0347828	0.446655
Locus810	487409	0.22	0.0671663	0.023943	0.447972
Locus813	488851	0.6	0.0352564	0.0330344	0.0282711
Locus814	489936	0.08	0.165651	0.0180829	0.961926
Locus815	493139	0.04	0.092921	0.0159336	0.7658
Locus817	495096	0.04	0.091151	0.0143	0.804426
Locus818	496324	0.06	0.202337	0.0139341	1.162
Locus819	496611	0.04	0.682459	0.0142554	1.6801
Locus821	496930	0.04	0.053886	0.014666	0.565165
Locus822	497394	0.58	0.022193	0.0354151	-0.202973
Locus831	500154	0.04	0.092921	0.0154019	0.780538
Locus832	501133	0.04	1.32273	0.0155773	1.92898
Locus834	503566	0.6	0.0258461	0.0344941	-0.12535
Locus836	504020	0.04	0.123629	0.0170034	0.861585
Locus839	505897	0.04	1.32643	0.0175815	1.87763
Locus841	508971	0.04	0.398391	0.0169565	1.37097
Locus847	513806	0.54	0.0406003	0.0269004	0.17877
Locus855	522861	0.04	1.34426	0.0213945	1.79818
Locus861	524859	0.04	0.092143	0.0201971	0.659173
Locus862	525169	0.04	0.123629	0.0204763	0.780869
Locus863	525572	0.96	0.0204763	0.123629	-0.780869
Locus864	525694	0.96	0.0204763	0.123629	-0.780869
Locus868	527425	0.06	0.0546837	0.0210163	0.415301
Locus870	528074	0.06	0.0546837	0.0211339	0.412877
Locus871	528755	0.06	0.0546837	0.0211339	0.412877
Locus872	528876	0.74	0.0302022	0.0451894	-0.174998
Locus873	529110	0.08	0.155234	0.0207692	0.873569
Locus879	535389	0.06	0.0546837	0.0227615	0.380656
Locus884	539034	0.24	0.0542889	0.0267909	0.306724
Locus885	539037	0.04	0.3677	0.0218273	1.22649
Locus887	540724	0.04	0.092143	0.0225634	0.611057
Locus896	551751	0.06	0.329886	0.0220406	1.17514
Locus906	558015	0.38	0.0680824	0.0221946	0.486787
Locus916	566983	0.24	0.0663322	0.0282085	0.371345
Locus923	571059	0.04	0.214907	0.0182139	1.07185
Locus924	572321	0.12	0.0293101	0.0201809	0.162076
Locus926	573130	0.32	0.0406353	0.0239973	0.228742
Locus927	573210	0.32	0.0406353	0.0239973	0.228742
Locus928	573379	0.04	1.39521	0.0130362	2.02949
Locus929	573800	0.06	0.329886	0.0129449	1.40626
Locus930	573991	0.04	0.682459	0.0112163	1.78423
Locus931	574059	0.08	0.0342547	0.013493	0.404612
Locus932	574619	0.46	0.0345089	0.0162767	0.326365
Locus939	578714	0.36	0.0369799	0.0170787	0.335511
Locus940	578744	0.92	0.0142219	0.116083	-0.91181
Locus943	579510	0.04	0.091708	0.0151634	0.781612
Locus944	580412	0.96	0.0151634	0.091708	-0.781612
Locus945	581428	0.04	0.091708	0.0151634	0.781612
Locus947	582446	0.96	0.0148704	0.091708	-0.790085
Locus948	582599	0.16	0.0574863	0.0183849	0.495102
Locus950	584545	0.28	0.0545087	0.0178839	0.484004
Locus951	584546	0.04	0.3677	0.0119572	1.48787
Locus953	584869	0.28	0.0545087	0.0192185	0.452747
Locus954	585333	0.28	0.0545087	0.0192185	0.452747
Locus956	588793	0.06	0.0449837	0.0175326	0.409208
Locus960	592738	0.96	0.0174021	0.091708	-0.721804
Locus961	595546	0.04	0.091708	0.0174021	0.721804
Locus966	598120	0.14	0.0273028	0.0200552	0.13398
Locus967	598423	0.14	0.0273028	0.0200552	0.13398
Locus968	598784	0.26	0.0653525	0.0156443	0.620907
Locus969	598950	0.06	0.0816717	0.0125923	0.811965
Locus970	599038	0.38	0.0477269	0.013925	0.534969
Locus971	599433	0.04	1.42001	0.0129633	2.03957
Locus975	601717	0.6	0.0266212	0.0216774	0.0892206
Locus977	603804	0.1	0.166551	0.0137387	1.0836
Locus978	603898	0.5	0.0329552	0.0189664	0.23994
Locus982	607388	0.08	0.128508	0.0184277	0.843459
Locus983	608278	0.08	0.128508	0.0184277	0.843459
Locus987	609693	0.72	0.0299883	0.0431492	-0.158021
Locus989	610411	0.08	0.182056	0.019186	0.977219
Locus993	614320	0.28	0.0431492	0.029087	0.171275
Locus995	615629	0.28	0.0431492	0.029087	0.171275
Locus996	616899	0.04	0.021365	0.0211369	0.00466133
Locus998	617606	0.04	0.10749	0.0212587	0.703831
Locus999	618288	0.06	0.209021	0.0231298	0.956018
Locus1004	624325	0.04	0.143979	0.0247231	0.765196
Locus1005	624856	0.9	0.0277938	0.131976	-0.676548
Locus1006	627097	0.06	0.209021	0.0256599	0.910934
Locus1007	629381	0.1	0.0344951	0.026183	0.119737
Locus1009	630024	0.8	0.0320647	0.0308074	0.0173718
Locus1010	630455	0.96	0.0272069	0.021365	0.104976
Locus1014	634837	0.28	0.080584	0.0318107	0.403676
Locus1015	635362	0.96	0.0287313	0.049516	-0.23639
Locus1019	638058	0.96	0.0287313	0.049516	-0.23639
Locus1020	638499	0.1	0.156344	0.0292747	0.727588
Locus1022	640568	0.04	0.049516	0.0315572	0.195647
Locus1024	642491	0.04	0.049516	0.0315572	0.195647
Locus1026	644051	0.08	0.0719359	0.0331763	0.336117
Locus1033	648239	0.06	0.0806713	0.0321077	0.400111
Locus1035	652106	0.12	0.0890226	0.0367295	0.384486
Locus1039	655612	0.04	0.091708	0.0300694	0.484282
Locus1040	656010	0.88	0.0355052	0.0890226	-0.399208
Locus1041	656242	0.12	0.0890226	0.0355052	0.399208
Locus1042	657275	0.88	0.0355052	0.0890226	-0.399208
Locus1044	657765	0.06	0.108769	0.0342975	0.501243
Locus1065	678405	0.06	0.0202243	0.0329529	-0.212019
Locus1077	685896	0.1	0.156344	0.0257897	0.782634
Locus1078	686166	0.04	0.03226	0.0223745	0.158912
Locus1082	686711	0.1	0.156344	0.0236122	0.820945
Locus1083	686869	0.7	0.0361786	0.0369037	-0.00861849
Locus1087	689194	0.04	0.03226	0.027598	0.0677866
Locus1092	694980	0.1	0.156344	0.0311037	0.701269
Locus1094	696671	0.14	0.0745545	0.0332869	0.3502
Locus1095	696857	0.04	0.03226	0.0269508	0.0780927
Locus1097	698463	0.44	0.0464841	0.0325542	0.154698
Locus1101	702040	0.82	0.0390952	0.0632751	-0.209109
Locus1103	702852	0.18	0.0632751	0.0390952	0.209109
Locus1105	705375	0.82	0.0390952	0.0632751	-0.209109
Locus1106	707094	0.82	0.0390952	0.0632751	-0.209109
Locus1107	707871	0.82	0.0390952	0.0632751	-0.209109
Locus1110	709402	0.18	0.0499351	0.0390952	0.106282
Locus1111	710094	0.86	0.0365349	0.0792631	-0.336363
Locus1112	710741	0.1	0.125245	0.0335298	0.572331
Locus1115	712085	0.9	0.0335298	0.125245	-0.572331
Locus1117	713188	0.9	0.0335298	0.125245	-0.572331
Locus1118	713886	0.1	0.125245	0.0335298	0.572331
Locus1124	717194	0.04	0.20291	0.028805	0.847836
Locus1129	722723	0.04	0.126219	0.0261262	0.684048
Locus1132	723864	0.1	0.125245	0.0266994	0.67126
Locus1134	724922	0.14	0.0884552	0.0245803	0.556136
