0	203	0.425	0.588824	-0.0172145	0.588824
1	1271	0.075	-0.540691	-0.490348	0.490348
3	1727	0.385	0.729266	-0.0267197	0.729266
6	4241	0.515	0.170985	0.340047	-0.340047
8	4733	0.195	0.649004	-0.202314	0.649004
9	4800	0.23	1.25553	-0.23714	1.25553
12	4992	0.245	0.549475	-0.0319832	0.549475
17	5688	0.385	0.695849	-0.0229648	0.695849
20	7627	0.525	0.178379	0.2414	-0.2414
21	8165	0.385	0.63289	-0.0507192	0.63289
22	8307	0.385	0.632998	-0.0508324	0.632998
26	9755	0.105	0.777749	-0.256787	0.777749
28	10392	0.555	0.189074	0.293816	-0.293816
30	10905	0.555	0.188964	0.294019	-0.294019
31	11424	0.555	0.188854	0.294221	-0.294221
35	13995	0.39	0.563738	-0.00121248	0.563738
37	15336	0.1	0.561052	-0.023406	0.561052
47	18825	0.385	0.56206	-0.0064733	0.56206
49	19437	0.385	0.562117	-0.00662937	0.562117
50	19899	0.385	0.562174	-0.00678533	0.562174
51	21099	0.515	0.305092	0.163681	0.305092
52	22958	0.21	1.03376	-0.216237	1.03376
61	27699	0.205	1.06838	-0.234425	1.06838
63	28607	0.375	0.606975	0.135426	0.606975
66	29791	0.165	-0.726058	-0.281371	0.281371
68	30093	0.48	0.396598	0.323805	0.396598
71	31323	0.265	0.823944	-0.111041	0.823944
73	31897	0.34	0.647531	-0.0458294	0.647531
74	32110	0.475	0.393612	0.249901	0.393612
75	32137	0.525	0.249786	0.39341	-0.39341
76	32333	0.475	0.393267	0.249732	0.393267
77	33129	0.175	0.841709	-0.211797	0.841709
81	34798	0.37	0.742759	-0.0706287	0.742759
84	35349	0.525	0.268457	0.352901	-0.352901
96	38970	0.26	0.669744	-0.0751319	0.669744
97	39158	0.51	0.349092	0.147205	0.349092
102	40312	0.51	0.329739	0.131945	0.329739
103	40437	0.49	0.132027	0.329663	-0.329663
105	41025	0.51	0.329587	0.13211	0.329587
108	42228	0.09	-0.792461	-0.344245	0.344245
113	43259	0.505	0.344962	0.0495099	0.344962
115	43443	0.505	0.34487	0.0496275	0.34487
118	44254	0.415	0.693292	-0.154014	0.693292
120	44777	0.77	-0.264575	0.923088	-0.923088
123	45280	0.14	0.499219	-0.20817	0.499219
131	47977	0.74	-0.159209	0.689852	-0.689852
136	49797	0.405	0.614131	0.0432477	0.614131
137	49875	0.075	-0.858987	-0.387828	0.387828
140	50003	0.075	-0.859222	-0.387571	0.387571
142	50084	0.225	0.824583	-0.11175	0.824583
148	51557	0.18	1.14647	-0.35078	1.14647
152	53491	0.82	-0.361706	0.85359	-0.85359
155	54488	0.22	0.943611	-0.156471	0.943611
157	54699	0.175	1.11772	-0.341726	1.11772
158	55034	0.16	0.618476	-0.0114321	0.618476
161	55411	0.175	1.10432	-0.327219	1.10432
162	55579	0.175	1.10408	-0.327239	1.10408
163	55584	0.08	-0.811693	-0.324132	0.324132
164	55965	0.155	-0.825858	-0.159188	0.159188
174	58200	0.595	0.235417	0.400963	-0.400963
175	58233	0.075	-0.851276	-0.206522	0.206522
177	58922	0.595	0.163672	0.528726	-0.528726
178	58952	0.595	0.163767	0.528576	-0.528576
181	59270	0.175	1.03517	-0.197476	1.03517
182	59326	0.175	1.03494	-0.197532	1.03494
183	59352	0.405	0.570175	0.105084	0.570175
184	59450	0.825	-0.195206	1.02733	-1.02733
185	59470	0.825	-0.195263	1.0271	-1.0271
