0	164	0.812	15.6046	29.9226	-0.282746
1	436	0.188	30.1092	15.6791	0.283379
5	1100	0.234	26.2212	17.2762	0.181204
7	1322	0.2	36.0371	16.3703	0.342694
9	2186	0.066	72.8741	13.5415	0.730905
11	2797	0.202	51.9611	16.5789	0.496123
12	3038	0.24	26.7423	18.9652	0.149242
15	3504	0.062	96.3108	14.3962	0.825426
17	3562	0.232	55.3276	15.0188	0.566305
20	5378	0.558	27.2475	20.415	0.125378
22	6103	0.062	98.2269	15.1523	0.81175
27	8202	0.806	17.9841	57.7934	-0.50699
28	8272	0.806	18.0387	58.1445	-0.508304
29	8282	0.16	53.4005	16.8275	0.501527
32	8728	0.058	108.931	16.3079	0.824755
37	10005	0.194	59.198	19.1326	0.490532
44	12048	0.432	36.8595	21.8652	0.226795
46	12963	0.086	106.304	17.7116	0.778291
55	15672	0.27	42.8206	23.0985	0.268068
56	16379	0.27	43.0462	23.1549	0.269293
57	17391	0.098	46.2772	18.3077	0.402734
58	17414	0.254	50.5464	20.6194	0.389414
62	17750	0.292	46.3687	19.9603	0.366058
63	18019	0.256	50.6831	21.2463	0.377581
64	18210	0.744	21.3139	50.8051	-0.377245
68	18458	0.27	44.4001	22.421	0.296729
69	18848	0.432	37.8302	26.7352	0.150755
73	19845	0.282	58.3485	21.0794	0.442172
77	20725	0.518	37.4462	32.4415	0.0623064
78	20744	0.518	37.5133	32.5587	0.0615176
79	20839	0.518	37.5804	32.6759	0.060733
81	21256	0.518	37.6475	32.7932	0.0599526
82	21361	0.518	37.7146	32.9088	0.0591969
88	23017	0.086	116.049	20.9477	0.743507
89	23361	0.27	42.3177	28.5261	0.17128
92	23789	0.108	118.038	20.248	0.765639
94	24246	0.272	36.6895	28.7352	0.106129
95	24296	0.108	122.187	21.5434	0.75371
96	24925	0.202	85.2757	23.146	0.566349
98	25246	0.054	87.0456	20.3927	0.630271
99	25337	0.108	124.367	20.9105	0.774341
103	26970	0.554	37.2707	34.3649	0.0352522
104	27009	0.202	86.6191	23.7099	0.562683
105	27152	0.088	121.01	21.1341	0.757836
106	27824	0.244	53.7221	28.4322	0.276343
107	27932	0.114	97.6792	21.6255	0.654836
108	28017	0.798	25.3601	87.9625	-0.540147
110	28166	0.462	48.9648	28.5298	0.234586
111	28269	0.706	33.5364	55.9082	-0.22196
113	28506	0.294	56.1109	33.5937	0.222789
114	28986	0.294	56.3136	33.6501	0.223627
115	29259	0.706	33.7054	56.5163	-0.224474
116	29496	0.294	56.7189	33.7608	0.225316
117	29511	0.706	33.816	56.9216	-0.226155
119	29709	0.11	137.163	23.443	0.767224
120	30045	0.092	114.844	25.9995	0.645142
121	30080	0.702	35.3285	54.4663	-0.188002
125	31014	0.298	54.6647	35.3843	0.188896
127	31269	0.718	34.4966	57.6994	-0.223395
129	31445	0.282	57.9158	34.5503	0.224345
130	31625	0.092	117.313	25.69	0.65958
132	32083	0.718	34.6564	57.0182	-0.216231
133	32304	0.19	98.1137	28.3815	0.538694
135	32496	0.282	57.4426	34.7582	0.218177
137	32845	0.19	98.8281	28.5527	0.539233
139	33116	0.33	49.6337	36.2831	0.136073
140	33432	0.23	65.209	29.2005	0.348917
141	33470	0.23	65.4308	29.2005	0.350392
143	33760	0.77	29.2005	65.6526	-0.351862
144	33769	0.23	65.8744	29.2005	0.353327
145	34289	0.44	51.6411	24.2253	0.328726
146	34466	0.112	107.696	21.502	0.699721
148	34824	0.11	149.674	19.1405	0.893195
149	34854	0.23	62.4741	25.4405	0.390175
150	35276	0.616	31.1046	36.5713	-0.0703164
152	35474	0.066	79.6477	20.3759	0.592056
154	35600	0.332	67.1245	22.6006	0.47276
155	35729	0.656	30.1668	48.274	-0.204184
156	36069	0.656	30.2286	48.4378	-0.204767
158	36308	0.656	30.2904	48.6016	-0.205346
159	36805	0.656	30.3522	48.7654	-0.205922
160	37127	0.062	176.394	21.3043	0.918015
163	37687	0.778	27.4355	62.9888	-0.36095
169	40212	0.22	75.6196	23.6997	0.503892
181	44872	0.438	33.5477	35.0549	-0.0190853
182	44970	0.114	107.578	20.5896	0.718078
188	46592	0.438	32.7054	35.2146	-0.0321025
190	46917	0.21	67.1234	23.6711	0.452655
193	48091	0.114	108.176	21.9966	0.691775
199	50739	0.162	73.8051	23.8938	0.4898
202	51897	0.11	190	20.4392	0.968289
203	52262	0.146	122.062	22.5367	0.73369
208	53493	0.54	37.2267	37.4134	-0.00217262
209	53929	0.19	76.6787	23.8327	0.507501
210	54354	0.332	65.6557	24.7047	0.424494
213	54771	0.19	77.1163	24.0776	0.505533
214	55401	0.436	40.9885	33.0416	0.0936015
216	55896	0.19	77.554	23.9661	0.510007
218	56479	0.374	54.5611	30.7703	0.248752
219	56710	0.11	198.964	21.4364	0.967623
220	57204	0.172	105.505	24.0955	0.641338
224	58256	0.374	47.9351	33.0477	0.161513
230	59337	0.374	47.8363	33.0527	0.16055
231	60040	0.348	54.4151	30.8241	0.246829
232	60087	0.108	128.377	23.8432	0.731122
234	60515	0.108	128.342	23.7762	0.732226
235	60536	0.134	142.585	23.1242	0.790009
237	61133	0.108	128.249	25.1202	0.708033
242	62956	0.222	89.4722	25.0832	0.552306
245	63233	0.498	43.4875	39.2227	0.0448266
246	63458	0.106	105.716	24.1151	0.641853
247	63776	0.108	128.065	25.2069	0.705911
251	64782	0.446	45.8345	36.1583	0.102985
252	64921	0.374	58.7837	31.3796	0.272609
253	65567	0.07	170.743	24.2767	0.847153
254	65647	0.068	180.61	24.2403	0.872202
255	67115	0.252	100.519	24.7458	0.608747
258	67399	0.488	42.2663	42.4464	-0.00184621
259	67881	0.444	51.965	36.8126	0.149714
260	67948	0.096	147.215	24.5941	0.777123
261	68510	0.444	52.0715	37.1093	0.147117
262	68527	0.556	37.0849	52.1247	-0.147846
263	68650	0.116	86.7178	32.9139	0.420729
266	69072	0.884	32.9175	86.8987	-0.421586
268	69655	0.062	137.187	28.612	0.680766
270	69728	0.116	87.2604	32.3198	0.431349
271	70022	0.116	87.4413	32.3256	0.43217
273	70590	0.106	96.9634	31.7694	0.484598
277	71432	0.672	45.721	38.5723	0.0738398
278	71468	0.154	83.2459	31.9582	0.41578
279	71599	0.174	66.7518	36.2165	0.265557
280	71989	0.052	162.148	27.7464	0.766704
281	72428	0.822	35.4115	64.528	-0.260604
282	72713	0.08	117.935	29.3496	0.604042
284	72839	0.178	64.6051	35.8773	0.255447
286	73385	0.1	107.395	31.2656	0.535917
288	74263	0.096	146.419	30.3647	0.683228
289	74531	0.728	41.8285	50.2452	-0.0796225
290	74600	0.728	41.8356	50.2459	-0.0795548
293	74857	0.728	41.8426	50.2465	-0.0794871
294	74953	0.904	32.6625	146.132	-0.650694
295	75241	0.096	146.06	32.6681	0.650407
298	75558	0.176	79.8657	36.9518	0.334725
302	75954	0.824	36.9596	79.815	-0.334357
303	76057	0.824	36.9674	79.7644	-0.33399
304	76064	0.176	79.7137	36.9749	0.333626
305	76289	0.824	36.9801	79.663	-0.333288
306	77030	0.176	79.6123	36.9833	0.332974
307	77320	0.396	66.1716	30.7882	0.332288
311	77658	0.074	155.854	24.4059	0.805224
312	78128	0.838	28.5107	87.2114	-0.485566
314	78670	0.172	75.9022	28.521	0.425089
318	79452	0.172	75.8992	28.5234	0.425036
319	80314	0.358	72.0256	27.4962	0.418214
321	80842	0.156	90.0872	26.3696	0.533559
322	80849	0.156	90.0473	26.3672	0.533406
323	80975	0.358	72.1135	28.3592	0.405323
326	81889	0.068	161.257	25.5936	0.799387
328	82125	0.304	53.8447	32.2003	0.223283
329	82333	0.696	32.1974	53.8256	-0.223168
330	82412	0.696	32.1939	53.8043	-0.223044
332	82707	0.112	137.744	21.3667	0.809336
336	83135	0.556	33.4901	46.5117	-0.142646
337	83219	0.534	35.6289	42.8785	-0.0804376
340	84026	0.058	163.207	21.732	0.875638
343	84823	0.068	164.793	21.9815	0.874882
345	85280	0.28	77.1976	25.6252	0.478937
347	85623	0.1	130.919	22.1181	0.772256
348	85745	0.162	80.0674	26.2113	0.484967
350	85857	0.182	65.5266	27.2644	0.380821
351	85980	0.282	77.1792	26.7088	0.460846
355	86989	0.434	45.0115	35.9873	0.0971735
356	87128	0.118	180.588	20.8116	0.938382
358	87299	0.058	163.517	23.3651	0.844996
359	87331	0.086	149.986	25.4926	0.769636
362	88302	0.436	43.3674	43.8007	-0.0043177
363	88402	0.152	78.8237	28.1713	0.44685
366	89011	0.564	43.7345	43.5186	0.00214877
369	89255	0.534	47.7199	38.5371	0.0928208
371	89545	0.436	43.5023	43.4668	0.000354865
373	89724	0.282	77.9922	30.9466	0.401438
374	89754	0.192	109.35	26.4754	0.615975
377	91159	0.192	109.343	26.4126	0.61698
380	91767	0.154	76.242	27.0339	0.450285
381	91914	0.534	47.4519	34.252	0.141568
382	92460	0.854	27.7737	77.9486	-0.448175
389	95899	0.058	111.404	22.4576	0.695538
391	96594	0.158	74.76	26.7364	0.446566
392	97073	0.066	134.733	22.6665	0.77409
393	97260	0.314	54.6606	30.8851	0.247925
396	98231	0.406	57.7396	25.4823	0.355236
397	99159	0.156	72.4056	23.7854	0.483462
399	99579	0.856	23.8552	69.5802	-0.464904
400	99584	0.144	69.4691	23.8037	0.465147
402	99904	0.406	57.5709	26.2961	0.340311
403	100171	0.808	27.3988	62.2904	-0.356689
405	101286	0.288	63.447	26.0146	0.387194
406	102133	0.188	110.295	21.8369	0.703364
409	102913	0.23	51.1347	25.9783	0.294105
411	103252	0.284	67.8059	24.9941	0.433429
412	103945	0.278	69.8159	24.4741	0.455247
413	104367	0.074	168.373	21.4141	0.895573
415	106691	0.078	162.723	21.6202	0.87659
417	107718	0.244	48.5522	28.4553	0.232046
418	107734	0.212	97.4187	21.0855	0.664658
419	107795	0.756	26.5274	48.4302	-0.261422
421	108077	0.078	162.032	21.0563	0.886219
428	109310	0.204	83.6817	24.0464	0.54158
433	110648	0.054	164.519	20.127	0.912436
434	111008	0.56	32.2937	46.7555	-0.160714
438	111478	0.202	93.886	22.3155	0.623995
440	111539	0.094	139.287	20.5037	0.832077
441	111631	0.44	46.6088	31.377	0.171856
442	111896	0.06	138.038	19.5772	0.848248
443	112427	0.564	31.3754	46.6965	-0.172695
444	112674	0.094	138.583	20.0608	0.839361
445	112692	0.566	31.5664	46.9348	-0.17227
447	112945	0.27	57.6211	26.28	0.340956
449	113268	0.434	46.8402	36.4742	0.108633
450	113485	0.078	159.787	21.6938	0.867205
452	113792	0.066	121.388	22.0535	0.7407
454	113972	0.086	95.5377	23.0325	0.617834
457	114119	0.434	46.4432	37.3357	0.0947976
458	114322	0.434	46.3826	37.3036	0.0946048
464	115312	0.434	46.322	37.2714	0.0944114
469	116433	0.054	161.009	20.5185	0.894703
470	116553	0.468	45.4781	34.788	0.116373
473	117538	0.48	52.9783	33.4054	0.200281
474	117565	0.42	46.556	41.1823	0.0532647
476	118605	0.088	132.515	22.6886	0.766459
478	119278	0.432	41.2577	42.9439	-0.0173971
480	119577	0.434	41.0147	43.0302	-0.0208342
481	120426	0.582	41.4017	43.7851	-0.024308
483	120463	0.418	43.7277	41.37	0.0240712
484	120613	0.222	90.1206	25.6912	0.545039
485	120933	0.542	44.4145	44.7563	-0.00332914
486	120977	0.458	44.709	44.3842	0.00316572
487	121214	0.458	44.6616	44.3536	0.00300549
489	121992	0.458	44.6132	44.3228	0.00283551
492	123139	0.062	129.995	22.6421	0.759008
496	124682	0.474	43.3611	43.3026	0.000586124
497	124698	0.062	129.208	22.1768	0.765389
498	124822	0.526	44.0241	43.2698	0.00750566
505	127024	0.08	152.374	27.6934	0.740535
506	127136	0.08	152.21	27.6391	0.74092
510	129599	0.876	30.0592	71.9582	-0.379103
514	130030	0.054	145.929	24.9488	0.767092
521	131098	0.138	76.8734	30.4318	0.402448
522	131149	0.862	30.3769	76.7489	-0.40253
524	131886	0.838	31.1281	67.5614	-0.336546
527	132408	0.84	30.9861	68.4051	-0.343921
531	133293	0.056	146.005	25.03	0.765907
532	133484	0.066	185.165	23.2474	0.901184
535	134182	0.072	130.148	26.0588	0.698484
536	134476	0.91	26.7816	86.45	-0.508928
537	134627	0.074	125.429	25.8434	0.686048
540	135838	0.102	103.623	25.4263	0.610171
542	136081	0.09	91.7419	26.5808	0.538
546	139434	0.106	97.9256	23.8385	0.613616
549	140637	0.872	27.0093	56.9216	-0.323764
550	141149	0.156	119.887	21.1468	0.753526
551	141235	0.09	98.1081	22.8255	0.633284
554	142692	0.09	98.0374	22.8255	0.63297
555	143011	0.91	22.8255	97.9667	-0.632657
556	143207	0.888	24.4252	66.1182	-0.432484
559	145263	0.09	97.8253	23.0154	0.628433
571	150416	0.154	62.5627	25.6062	0.38797
579	153152	0.112	177.272	19.1178	0.967202
580	153342	0.052	143.108	19.9645	0.855404
583	154196	0.086	133.244	19.7508	0.829062
587	155928	0.154	62.7691	24.2129	0.413699
592	157536	0.074	115.059	17.0862	0.828277
597	158328	0.444	26.074	33.8606	-0.113487
600	159037	0.14	67.4346	18.2274	0.568157
602	159068	0.052	141.594	15.2049	0.969061
604	159691	0.29	43.1491	25.99	0.220165
606	161026	0.066	140.944	15.8599	0.948747
608	161406	0.21	67.1271	18.3315	0.563699
625	168146	0.354	35.6107	25.8986	0.138303
629	168862	0.348	36.0338	25.6822	0.147077
