0	164	0.812	0.00831155	0.607538	-0.607538
1	436	0.188	0.584465	0.0037249	0.584465
5	1100	0.234	0.502014	0.102345	0.502014
7	1322	0.2	0.74588	0.0525888	0.74588
9	2186	0.066	0.385666	-0.307062	0.385666
11	2797	0.202	0.820263	-0.0520852	0.820263
12	3038	0.24	0.477664	0.097523	0.477664
15	3504	0.062	-0.656745	-0.485958	0.485958
17	3562	0.232	0.868156	-0.17847	0.868156
20	5378	0.558	0.45182	0.274266	0.45182
22	6103	0.062	-0.684442	-0.454144	0.454144
27	8202	0.806	-0.13411	0.891666	-0.891666
28	8272	0.806	-0.134458	0.892798	-0.892798
29	8282	0.16	0.647285	-0.188623	0.647285
32	8728	0.058	-0.710138	-0.431801	0.431801
37	10005	0.194	0.89621	-0.147453	0.89621
44	12048	0.432	0.558305	0.149774	0.558305
46	12963	0.086	1.26982	-0.377678	1.26982
55	15672	0.27	0.746914	0.047519	0.746914
56	16379	0.27	0.747863	0.0472244	0.747863
57	17391	0.098	0.812187	-0.0755953	0.812187
58	17414	0.254	0.817541	-0.115222	0.817541
62	17750	0.292	0.61964	0.0381451	0.61964
63	18019	0.256	0.79831	-0.0941206	0.79831
64	18210	0.744	-0.0939928	0.797979	-0.797979
68	18458	0.27	0.802678	0.0124464	0.802678
69	18848	0.432	0.516523	0.191583	0.516523
73	19845	0.282	0.763872	-0.0183971	0.763872
77	20725	0.518	0.344073	0.277221	0.344073
78	20744	0.518	0.343968	0.277595	0.343968
79	20839	0.518	0.343863	0.277968	0.343863
81	21256	0.518	0.343758	0.278341	0.343758
82	21361	0.518	0.343656	0.278698	0.343656
88	23017	0.086	1.18922	-0.317225	1.18922
89	23361	0.27	0.547863	0.13256	0.547863
92	23789	0.108	-0.799734	-0.379226	0.379226
94	24246	0.272	0.440496	0.224948	0.440496
95	24296	0.108	0.840882	-0.370687	0.840882
96	24925	0.202	0.965548	-0.216091	0.965548
98	25246	0.054	1.33661	-0.188418	1.33661
99	25337	0.108	0.869417	-0.405991	0.869417
103	26970	0.554	0.39692	0.287956	0.39692
104	27009	0.202	0.962305	-0.216378	0.962305
105	27152	0.088	1.18649	-0.360101	1.18649
106	27824	0.244	0.774661	0.0273996	0.774661
107	27932	0.114	-0.766171	-0.343113	0.343113
108	28017	0.798	-0.18542	0.931831	-0.931831
110	28166	0.462	0.666301	0.0680263	0.666301
111	28269	0.706	0.142812	0.532411	-0.532411
113	28506	0.294	0.533037	0.14273	0.533037
114	28986	0.294	0.53367	0.142641	0.53367
115	29259	0.706	0.142547	0.534309	-0.534309
116	29496	0.294	0.534947	0.142453	0.534947
117	29511	0.706	0.142358	0.535584	-0.535584
119	29709	0.11	0.777943	-0.361143	0.777943
120	30045	0.092	0.909044	-0.207697	0.909044
121	30080	0.702	0.223325	0.452359	-0.452359
125	31014	0.298	0.453052	0.223202	0.453052
127	31269	0.718	0.192404	0.510487	-0.510487
129	31445	0.282	0.511192	0.19228	0.511192
130	31625	0.092	0.91754	-0.208298	0.91754
132	32083	0.718	0.222775	0.498117	-0.498117
133	32304	0.19	0.846672	-0.128246	0.846672
135	32496	0.282	0.499511	0.222497	0.499511
137	32845	0.19	0.842624	-0.124629	0.842624
139	33116	0.33	0.441165	0.299074	0.441165
140	33432	0.23	0.849036	-0.025723	0.849036
141	33470	0.23	0.849827	-0.0258771	0.849827
143	33760	0.77	-0.0260312	0.850617	-0.850617
144	33769	0.23	0.851404	-0.026185	0.851404
145	34289	0.44	0.69626	0.0208496	0.69626
146	34466	0.112	1.12819	-0.348427	1.12819
148	34824	0.11	0.921638	-0.386466	0.921638
149	34854	0.23	0.943132	-0.0131615	0.943132
150	35276	0.616	0.288577	0.434736	-0.434736
152	35474	0.066	-0.721439	-0.269391	0.269391
154	35600	0.332	0.901743	-0.0763087	0.901743
155	35729	0.656	0.160186	0.594229	-0.594229
156	36069	0.656	0.160023	0.594916	-0.594916
158	36308	0.656	0.15986	0.595601	-0.595601
159	36805	0.656	0.159697	0.596284	-0.596284
160	37127	0.062	-0.785347	-0.518361	0.518361
163	37687	0.778	0.0233409	0.851951	-0.851951
169	40212	0.22	0.925162	-0.110608	0.925162
181	44872	0.438	0.248468	0.429453	-0.429453
182	44970	0.114	1.18474	-0.3807	1.18474
188	46592	0.438	0.219788	0.442296	-0.442296
190	46917	0.21	0.988805	-0.125298	0.988805
193	48091	0.114	1.11936	-0.340191	1.11936
199	50739	0.162	0.845699	-0.14639	0.845699
202	51897	0.11	1.50888	-0.407173	1.50888
203	52262	0.146	1.03185	-0.20938	1.03185
208	53493	0.54	0.398122	0.324082	0.398122
209	53929	0.19	1.02268	-0.166674	1.02268
210	54354	0.332	0.907551	-0.121462	0.907551
213	54771	0.19	1.01497	-0.15563	1.01497
214	55401	0.436	0.456734	0.287941	0.456734
216	55896	0.19	1.02849	-0.168647	1.02849
218	56479	0.374	0.668817	0.0654557	0.668817
219	56710	0.11	1.54551	-0.402551	1.54551
220	57204	0.172	1.29216	-0.270697	1.29216
224	58256	0.374	0.578219	0.155286	0.578219
230	59337	0.374	0.577742	0.155648	0.577742
231	60040	0.348	0.74944	0.0842525	0.74944
232	60087	0.108	1.26328	-0.243509	1.26328
234	60515	0.108	1.26278	-0.24335	1.26278
235	60536	0.134	1.28052	-0.372897	1.28052
237	61133	0.108	1.2538	-0.263032	1.2538
242	62956	0.222	1.01308	-0.165966	1.01308
245	63233	0.498	0.328252	0.25375	0.328252
246	63458	0.106	0.870385	-0.241231	0.870385
247	63776	0.108	1.25449	-0.273488	1.25449
251	64782	0.446	0.540917	0.126582	0.540917
252	64921	0.374	0.57958	0.0744863	0.57958
253	65567	0.07	-0.846453	-0.363968	0.363968
254	65647	0.068	-0.847582	-0.388287	0.388287
255	67115	0.252	1.02995	-0.247942	1.02995
258	67399	0.488	0.364571	0.248632	0.364571
259	67881	0.444	0.445503	0.176876	0.445503
260	67948	0.096	1.35553	-0.286869	1.35553
261	68510	0.444	0.434303	0.195867	0.434303
262	68527	0.556	0.195597	0.434635	-0.434635
263	68650	0.116	0.602436	-0.0936391	0.602436
266	69072	0.884	-0.093887	0.600705	-0.600705
268	69655	0.062	-0.987683	-0.348056	0.348056
270	69728	0.116	0.602041	-0.0944979	0.602041
271	70022	0.116	0.600266	-0.094722	0.600266
273	70590	0.106	0.828346	-0.145895	0.828346
277	71432	0.672	0.455493	0.116822	0.455493
278	71468	0.154	0.684585	-0.0368298	0.684585
279	71599	0.174	0.447169	0.0800863	0.447169
280	71989	0.052	-0.983097	-0.4345	0.4345
281	72428	0.822	0.0602811	0.432055	-0.432055
282	72713	0.08	1.11174	-0.268207	1.11174
284	72839	0.178	0.41064	0.0967328	0.41064
286	73385	0.1	1.04205	-0.153986	1.04205
288	74263	0.096	1.17239	-0.197629	1.17239
