-99947	-0.099949	0.104202	0.009524
-99842	-0.099844	0.104202	0.009524
-99086	-0.099088	0.104202	0.009524
-98417	-0.098419	0.104202	0.009524
-98407	-0.098409	0.104202	0.009524
-97456	-0.097458	0.104202	0.009524
-96864	-0.096866	0.104202	0.009524
-95542	-0.095544	0.104202	0.009524
-94454	-0.094456	0.104202	0.009524
-94312	-0.094314	0.104202	0.009524
-88234	-0.088236	0.104202	0.009524
-86355	-0.086357	0.104202	0.009524
-85828	-0.085830	0.104202	0.009524
-85291	-0.085293	0.104202	0.009524
-85260	-0.085262	0.104202	0.009524
-85227	-0.085229	0.104202	0.009524
-84768	-0.084770	0.104202	0.009524
-84735	-0.084737	0.104202	0.009524
-84606	-0.084608	0.104202	0.009524
-82944	-0.082946	0.104202	0.009524
-82817	-0.082819	0.104202	0.009524
-82451	-0.082453	0.104202	0.009524
-82272	-0.082274	0.104202	0.009524
-81959	-0.081961	0.104202	0.009524
-81491	-0.081493	0.104202	0.009524
-81483	-0.081485	0.104202	0.009524
-81458	-0.081460	0.104202	0.009524
-81445	-0.081447	0.104202	0.009524
-80850	-0.080852	0.104202	0.009524
-80705	-0.080707	0.114286	0.009524
-80580	-0.080582	0.114286	0.009524
-78658	-0.078660	0.114286	0.009524
-77608	-0.077610	0.114286	0.009524
-77529	-0.077531	0.114286	0.009524
-77527	-0.077529	0.114286	0.009524
-77149	-0.077151	0.114286	0.009524
-76759	-0.076761	0.114286	0.009524
-76507	-0.076509	0.114286	0.009524
-76259	-0.076261	0.114286	0.009524
-76027	-0.076029	0.114286	0.009524
-76022	-0.076024	0.114286	0.009524
-75510	-0.075512	0.114286	0.009524
-75376	-0.075378	0.114286	0.009524
-74828	-0.074830	0.114286	0.009524
-74166	-0.074168	0.114286	0.009524
-73812	-0.073814	0.114286	0.009524
-73775	-0.073777	0.114286	0.009524
-73535	-0.073537	0.114286	0.009524
-73180	-0.073182	0.122689	0.009524
-71088	-0.071089	0.122689	0.009524
-70945	-0.070946	0.122689	0.009524
-69949	-0.069950	0.122689	0.009524
-69356	-0.069357	0.122689	0.009524
-69002	-0.069003	0.122689	0.009524
-68246	-0.068247	0.122689	0.009524
-68159	-0.068160	0.122689	0.009524
-66867	-0.066868	0.122689	0.009524
-66674	-0.066675	0.159664	0.009524
-66288	-0.066289	0.159664	0.009524
-66189	-0.066190	0.159664	0.009524
-65827	-0.065828	0.159664	0.009524
-65746	-0.065747	0.159664	0.009524
-65425	-0.065426	0.159664	0.009524
-65055	-0.065056	0.159664	0.009524
-64188	-0.064189	0.159664	0.009524
-63505	-0.063506	0.290756	0.009524
-63139	-0.063140	0.290756	0.009524
-60794	-0.060795	0.290756	0.009524
-60774	-0.060775	0.290756	0.009524
-59124	-0.059125	0.290756	0.009524
-59010	-0.059011	0.290756	0.009524
-58832	-0.058833	0.290756	0.009524
-58659	-0.058660	0.290756	0.028571
-57086	-0.057087	0.322689	0.028571
-57078	-0.057079	0.322689	0.028571
-56850	-0.056851	0.322689	0.028571
-55549	-0.055550	0.322689	0.028571
-54950	-0.054951	0.326050	0.028571
-53167	-0.053168	0.326050	0.028571
-49408	-0.049409	0.326050	0.057143
-46533	-0.046534	0.326050	0.057143
-45940	-0.045941	0.359664	0.057143
-39352	-0.039353	0.359664	0.057143
-38007	-0.038008	0.359664	0.057143
-35100	-0.035101	0.359664	0.057143
-34787	-0.034787	0.359664	0.066667
-33494	-0.033494	0.359664	0.076190
-33171	-0.033171	0.359664	0.076190
-32939	-0.032939	0.359664	0.076190
-31040	-0.031040	0.359664	0.076190
-29084	-0.029084	0.359664	0.076190
-28446	-0.028446	0.359664	0.076190
-28278	-0.028278	0.359664	0.076190
-26815	-0.026815	0.394958	0.076190
-26413	-0.026413	0.394958	0.076190
-24982	-0.024982	0.394958	0.076190
-23837	-0.023837	0.394958	0.076190
-23295	-0.023295	0.394958	0.076190
-21656	-0.021656	0.394958	0.076190
-20499	-0.020499	0.394958	0.076190
-18308	-0.018308	0.394958	0.114286
-18067	-0.018067	0.394958	0.114286
-17752	-0.017752	0.396639	0.123810
-17162	-0.017162	0.400000	0.123810
-17015	-0.017015	0.510924	0.123810
-15849	-0.015849	0.515966	0.123810
-15627	-0.015627	0.515966	0.123810
-13555	-0.013555	0.557983	0.123810
-10715	-0.010715	0.732773	0.123810
-10415	-0.010415	0.732773	0.123810
-9350	-0.009350	0.732773	0.123810
-8365	-0.008365	0.732773	0.123810
-8084	-0.008084	0.732773	0.123810
-8076	-0.008076	0.783193	0.123810
-6559	-0.006559	0.783193	0.123810
-6238	-0.006238	0.783193	0.123810
-6131	-0.006131	0.783193	0.123810
